Name,Tags
color-control-bg-link-default,Цвет фона ссылки
сolor-control-bg-link-default-hover,Цвет фона ссылки по ховеру
color-control-bg-border-link-default,Цвет фона бордера ссылки
color-control-bg-border-link-default-hover,Цвет фона бордера ссылки по ховеру
