Name,Tags
color-control-bg-pseudo,Цвет фона псевдо контрола
color-control-bg-pseudo-hover,Цвет фона псевдо контрола по ховеру
color-control-bg-border-pseudo,Цвет фона псевдо контрола
color-control-bg-border-pseudo-hover,Цвет фона псевдо контрола по ховеру
