Name,Tags
radioButton-size-s-fontSize,Размер текста у s-radioButton
radioButton-size-s-lineHeight,Межстрочный интервал текста у s-radio в списки (расстояние между radio)
radioButton-size-m-fontSize,Размер текста у m-radioButton
radioButton-size-m-lineHeight,Межстрочный интервал текста у m-radio в списки (расстояние между radio)
radioButton-size-l-fontSize,Размер текста у l-radioButton
radioButton-size-l-lineHeight,Межстрочный интервал текста у l-radio в списке (расстояние между radio)
