Name,Tags
menu-size-s-fontSize,Размер текста у s-menu
menu-size-s-lineHeight,Межстрочный интервал s-menu у s-menu
menu-size-m-fontSize,Размер текста m-menu у m-menu
menu-size-m-lineHeight,Межстрочный интервал у m-menu
