Name,Tags
button-size-s-font,Размер текста у s-button
button-size-s-lineHeight,Межстрочный интервал текста у s-button
button-size-m-font,Размер текста у m-button
button-size-m-lineHeight,Межстрочный интервал текста у m-button
button-size-l-font,Размер текста у l-button
button-size-l-lineHeight,Межстрочный интервал текста у l-button
