Name,Tags
radiobox-size-s-fontSize,Размер текста у s-radio
radiobox-size-s-lineHeight,Межстрочный интервал текста у s-radio
radiobox-size-m-fontSize,Размер текста у m-radio
radiobox-size-m-lineHeight,Межстрочный интервал текста у m-radio
