Name,Tags
tooltip-size-s-fontSize,Размер текста у s-tooltip
tooltip-size-s-lineHeight,Межстрочный интервал текста у s-tooltip
tooltip-size-m-fontSize,Размер текста у m-tooltip
tooltip-size-m-lineHeight,Межстрочный интервал текста у m-tooltip
tooltip-size-l-fontSize,Размер текста у l-tooltip
tooltip-size-l-lineHeight,Межстрочный интервал текста у l-tooltip
