Name,Tags
tumbler-size-s-width,Ширина s-tumbler
tumbler-size-s-height,Высота s-tumbler
tumbler-size-s-button-width,Ширина m-tumbler
tumbler-size-s-button-height,Высота m-tumbler
tumbler-size-m-width,Ширина m-tumbler
tumbler-size-m-height,Высота m-tumbler
tumbler-size-m-button-width,Ширина m-tumbler
tumbler-size-m-button-height,Высота m-tumbler
